x,G,T,jl,jg,DpDz,Target
0.87671,500,-10,0.06266630173099567,6.187281133579239,41457.60424112002,56184.75
0.89589,500,-10,0.052917419687030266,6.322641802605541,41156.9039380374,54994.45
0.93973,500,-10,0.03063426072939502,6.632037617522804,39469.490801132706,48161.79
0.96575,500,-10,0.01740871793565254,6.815670808767038,37274.90813187991,46440.21
0.99178,500,-10,0.004178092304556613,6.999374573874163,32335.76655150796,45124.03
0.16301,600,-10,0.5105140843782243,1.3805094467973469,26996.79862593724,23058.129999999997
0.19041,600,-10,0.49380171515999793,1.6125563079852943,29863.35392829091,26068.12
0.21233,600,-10,0.4804318197854167,1.7981937969356523,32069.360090306138,28259.899999999998
0.23562,600,-10,0.4662263059499243,1.9954336289454075,34331.013391472414,30723.81
0.25205,600,-10,0.4562049838238126,2.134577057022706,35876.29335054786,32773.049999999996
0.26986,600,-10,0.4453419438319654,2.285407516794872,37504.724813864384,35094.41
0.29041,600,-10,0.43280766691829553,2.4594426626858326,39323.38509024465,36608.66
0.31918,600,-10,0.4152596792391578,2.7030918669331774,41760.31390152,39215.11
0.3589,600,-10,0.39103284327755367,3.039475127020231,44912.076864456074,44133.65
0.44384,600,-10,0.33922449870105165,3.7588203967028684,50787.97316278336,54788.97
0.53151,600,-10,0.28575101660755126,4.5012856638688294,55513.18438179737,63420.96
0.6137,600,-10,0.2356200083576961,5.197341558797202,58543.80870206291,69613.11
0.70137,600,-10,0.18214652626419564,5.939806825963164,60024.22830206307,73515.36
0.78904,600,-10,0.12867304417069525,6.682272093129125,54594.80153396884,75525.73
0.87945,600,-10,0.07352832515537219,7.447942046413881,55480.39631328488,75377.64
0.89178,600,-10,0.06600775900717025,7.552363133948457,55279.35110540168,74583.48999999999
0.90548,600,-10,0.05765157439805708,7.668386564542431,54919.2994173845,73115.51
0.91781,600,-10,0.05013100824985514,7.772807652077009,54447.20332550219,72861.90000000001
0.9274,600,-10,0.04428167902347589,7.8540240534927905,53962.20739218101,72199.19
0.93562,600,-10,0.039267968258007956,7.923638111849173,53447.48291137694,71669.75
0.94658,600,-10,0.0325830205707174,8.016456856324352,52585.89332340106,71144.02
